Epoch,Loss,Accuracy,MSE,VAL_MSE,PSNR,VAL_PSNR,MAE,VAL_MAE,CMSE,VAL_CMSE
1,0.38852107524871826,0.49000799655914307,0.048706136643886566,0.18138819932937622,8.960888862609863,5.387515068054199,0.14345215260982513,0.29031798243522644,0.04610469192266464,0.1792798936367035
2,0.3469582796096802,0.49563077092170715,0.036363862454891205,0.11732901632785797,10.517239570617676,6.665699481964111,0.11513689905405045,0.22718483209609985,0.03607384115457535,0.11643955856561661
3,0.3399001657962799,0.4971216917037964,0.033927518874406815,0.04612152278423309,11.006579399108887,11.15551471710205,0.10928390175104141,0.12665586173534393,0.03371170535683632,0.04598040133714676
4,0.33540257811546326,0.4979051351547241,0.03236963227391243,0.040466099977493286,11.436530113220215,12.153019905090332,0.10542067885398865,0.11524061858654022,0.032193172723054886,0.04033486545085907
5,0.33236226439476013,0.4986416697502136,0.03128662705421448,0.03596626967191696,11.742959976196289,12.594034194946289,0.10271178185939789,0.10644089430570602,0.031133495271205902,0.035882122814655304
6,0.3313235640525818,0.49895650148391724,0.030886728316545486,0.032199375331401825,11.849809646606445,12.448323249816895,0.10161597281694412,0.1042693629860878,0.030742188915610313,0.032062187790870667
7,0.33047813177108765,0.4991084933280945,0.03061513416469097,0.033256713300943375,12.018937110900879,12.386564254760742,0.10096362233161926,0.10428683459758759,0.030477114021778107,0.03314417600631714
8,0.3280693292617798,0.49958616495132446,0.02980590984225273,0.05291395261883736,12.30164623260498,12.982264518737793,0.09903839230537415,0.12859590351581573,0.029682103544473648,0.05284056439995766
9,0.3278539776802063,0.49967169761657715,0.02970356121659279,0.03203386813402176,12.416842460632324,13.127242088317871,0.09879323095083237,0.10315342992544174,0.029581217095255852,0.03192729130387306
10,0.3243230879306793,0.5002331137657166,0.028514647856354713,0.029734326526522636,12.8674955368042,12.541105270385742,0.09585043787956238,0.10101575404405594,0.02841174602508545,0.029588058590888977
11,0.32357361912727356,0.5004054307937622,0.028257854282855988,0.027943134307861328,12.937882423400879,12.699117660522461,0.09521998465061188,0.09376537054777145,0.028158796951174736,0.02785400114953518
12,0.32337015867233276,0.5004871487617493,0.028164399787783623,0.027921080589294434,12.9651460647583,13.333118438720703,0.09495311230421066,0.09287457168102264,0.028066560626029968,0.027849504724144936
13,0.3230057656764984,0.5006112456321716,0.028027109801769257,0.028247347101569176,13.008752822875977,13.551440238952637,0.0947149470448494,0.09661432355642319,0.02792998030781746,0.02813323214650154
14,0.3231014013290405,0.5005446076393127,0.028054947033524513,0.027701376006007195,12.995036125183105,12.955524444580078,0.09478609263896942,0.09247520565986633,0.027957241982221603,0.027625031769275665
15,0.3204116225242615,0.5010755062103271,0.027146300300955772,0.027955472469329834,13.318532943725586,12.954106330871582,0.09253652393817902,0.09483227878808975,0.027061376720666885,0.027843352407217026
16,0.32040128111839294,0.5010256171226501,0.0271331574767828,0.028113897889852524,13.339978218078613,13.684012413024902,0.0924607440829277,0.09263956546783447,0.027048254385590553,0.028056979179382324
17,0.3203931748867035,0.5010731220245361,0.02711976319551468,0.029176857322454453,13.310796737670898,13.844023704528809,0.09244750440120697,0.09722643345594406,0.0270350594073534,0.02908909320831299
18,0.3189878761768341,0.5013028383255005,0.026639806106686592,0.026249123737215996,13.497776985168457,13.599482536315918,0.09124959260225296,0.09046085178852081,0.026560911908745766,0.026165634393692017
19,0.31870323419570923,0.5013678669929504,0.026543594896793365,0.02681402862071991,13.582544326782227,13.509882926940918,0.09108002483844757,0.09365837275981903,0.02646505832672119,0.02670562081038952
20,0.31879815459251404,0.5013536214828491,0.026587611064314842,0.026698272675275803,13.520773887634277,13.923107147216797,0.09121794998645782,0.0905543714761734,0.026508644223213196,0.026637140661478043
21,0.3179735541343689,0.5015057921409607,0.02629975602030754,0.025835353881120682,13.644377708435059,13.743427276611328,0.09054114669561386,0.08916082233190536,0.02622365392744541,0.02576582320034504
22,0.3176363706588745,0.501545786857605,0.02617984265089035,0.025958476588129997,13.704753875732422,13.598651885986328,0.09019362926483154,0.09035076200962067,0.026105759665369987,0.025876374915242195
23,0.31748929619789124,0.5015844106674194,0.026128308847546577,0.025763612240552902,13.716898918151855,13.651819229125977,0.0900842472910881,0.08955096453428268,0.0260551068931818,0.02568468451499939
24,0.3170592188835144,0.5016451478004456,0.025994887575507164,0.0256724264472723,13.748994827270508,13.683736801147461,0.08978693187236786,0.08928701281547546,0.02592269517481327,0.025599118322134018
25,0.3171922266483307,0.5016130805015564,0.026035798713564873,0.025637036189436913,13.774553298950195,13.823349952697754,0.08980496972799301,0.0889914333820343,0.025964390486478806,0.02556377463042736
26,0.31698471307754517,0.5016341209411621,0.02596871741116047,0.02569195255637169,13.788318634033203,13.800134658813477,0.08972898125648499,0.08932897448539734,0.025896739214658737,0.025614306330680847
27,0.3168095052242279,0.501679003238678,0.025905534625053406,0.0255788154900074,13.832319259643555,13.784181594848633,0.0895383432507515,0.0892372652888298,0.025834986940026283,0.025501254945993423
28,0.3167750835418701,0.5016603469848633,0.02589157223701477,0.025603024289011955,13.838522911071777,13.800949096679688,0.0895216315984726,0.08929497748613358,0.025820402428507805,0.025528434664011
29,0.31681960821151733,0.5017263293266296,0.025901835411787033,0.02552603930234909,13.82442855834961,13.893921852111816,0.08959250152111053,0.08862166106700897,0.025830557569861412,0.025455467402935028
30,0.3166016936302185,0.5017217397689819,0.025832779705524445,0.025493700057268143,13.832009315490723,13.918190002441406,0.08941102772951126,0.08853740245103836,0.025761907920241356,0.0254238061606884
