Epoch,Loss,Accuracy,MSE,PSNR
1,0.19818554818630219,0.5002061724662781,0.21534739434719086,126.18206024169922
2,0.01735478825867176,0.5024681091308594,0.14946451783180237,129.84864807128906
3,0.017455143854022026,0.5024681687355042,0.04113851860165596,143.0962371826172
