Epoch,Loss,Accuracy,MSE,VAL_MSE,PSNR,VAL_PSNR,MAE,VAL_MAE,CMSE,VAL_CMSE
1,0.3527473211288452,0.4963493347167969,0.036978937685489655,0.18585115671157837,10.616351127624512,5.58734130859375,0.11628478765487671,0.2876473665237427,0.03500418737530708,0.1847846359014511
2,0.30788686871528625,0.5030927658081055,0.022710653021931648,0.09283943474292755,12.691267967224121,7.421617031097412,0.08244246989488602,0.20730866491794586,0.022661346942186356,0.09136486798524857
3,0.30045434832572937,0.5043624639511108,0.020216695964336395,0.019589664414525032,13.273300170898438,12.77182388305664,0.07605788856744766,0.07776413857936859,0.02018541470170021,0.019537372514605522
4,0.29654255509376526,0.505013644695282,0.01890977844595909,0.019102919846773148,13.629368782043457,14.68444538116455,0.07279526442289352,0.07107096165418625,0.018884919583797455,0.019089892506599426
5,0.29397639632225037,0.5054632425308228,0.018021607771515846,0.021184153854846954,13.677926063537598,14.543992042541504,0.07050944119691849,0.07348525524139404,0.01800043322145939,0.02117510512471199
6,0.29132235050201416,0.5059036612510681,0.017120802775025368,0.018179800361394882,13.801790237426758,13.443634986877441,0.06824685633182526,0.07197269052267075,0.017102766782045364,0.01815716177225113
7,0.28745052218437195,0.5064468383789062,0.015794802457094193,0.015317685902118683,14.081366539001465,14.098249435424805,0.06478141993284225,0.06365421414375305,0.015780581161379814,0.015304479748010635
8,0.28660404682159424,0.5065593719482422,0.015501828864216805,0.015540760941803455,14.023650169372559,14.070963859558105,0.06396957486867905,0.06417987495660782,0.0154885184019804,0.015529113821685314
9,0.2854571044445038,0.5067301988601685,0.015104266814887524,0.014700641855597496,14.092127799987793,14.359297752380371,0.06300343573093414,0.06145966798067093,0.015091725625097752,0.014688733033835888
10,0.28460344672203064,0.5068475604057312,0.014824669808149338,0.015079624950885773,14.141378402709961,13.842777252197266,0.062228940427303314,0.06345803290605545,0.01481299102306366,0.015064808540046215
11,0.28250670433044434,0.5070890784263611,0.014117672108113766,0.014137299731373787,14.318574905395508,14.032654762268066,0.060328543186187744,0.062124866992235184,0.014107516035437584,0.014124205335974693
12,0.2819691300392151,0.5071607232093811,0.0139333950355649,0.013437716290354729,14.419926643371582,14.39441967010498,0.05979466438293457,0.05832885578274727,0.01392370369285345,0.01342752669006586
13,0.28151822090148926,0.5072143077850342,0.013778246939182281,0.013560708612203598,14.420633316040039,14.545738220214844,0.059341397136449814,0.05864044278860092,0.013768852688372135,0.01355096697807312
14,0.28041771054267883,0.5073289275169373,0.013414871878921986,0.013258872553706169,14.514383316040039,14.356287956237793,0.05833982676267624,0.059307247400283813,0.013406184501945972,0.013247533701360226
15,0.28028443455696106,0.5073398351669312,0.01337502058595419,0.013230495154857635,14.547024726867676,14.554848670959473,0.05823441594839096,0.058315783739089966,0.013366498984396458,0.013220353052020073
16,0.280025452375412,0.5073663592338562,0.013294004835188389,0.013012366369366646,14.537238121032715,14.405505180358887,0.05802014097571373,0.05723777040839195,0.01328559685498476,0.013002505525946617
17,0.27930784225463867,0.5074516534805298,0.013044588267803192,0.012933652848005295,14.669103622436523,14.699976921081543,0.05729563161730766,0.05774739012122154,0.013036650605499744,0.012923390604555607
18,0.27927690744400024,0.5074465870857239,0.013036699034273624,0.012904583476483822,14.654681205749512,14.72450065612793,0.057276103645563126,0.05768515542149544,0.013028787449002266,0.012894435785710812
19,0.2790502905845642,0.5074738264083862,0.012966183945536613,0.012721920385956764,14.686405181884766,14.920869827270508,0.057111822068691254,0.056585028767585754,0.012958328239619732,0.012713278643786907
20,0.2785784602165222,0.507516622543335,0.012806957587599754,0.012690027244389057,14.772098541259766,14.751827239990234,0.056619275361299515,0.05624040216207504,0.012799461372196674,0.01268150843679905
21,0.2785571813583374,0.5075229406356812,0.012799464166164398,0.012564205564558506,14.78870964050293,14.880509376525879,0.05660178139805794,0.056027982383966446,0.012792016379535198,0.012556062079966068
22,0.2783806324005127,0.5075371861457825,0.012745507061481476,0.01258120033890009,14.794339179992676,14.822870254516602,0.05644950643181801,0.05614886060357094,0.012738156132400036,0.012572645209729671
23,0.2782919406890869,0.5075377225875854,0.012712650001049042,0.012506622821092606,14.798145294189453,14.820853233337402,0.05634913966059685,0.055725470185279846,0.012705359607934952,0.012498940341174603
24,0.2782542109489441,0.5075520277023315,0.012699607759714127,0.012468519620597363,14.80321979522705,14.953553199768066,0.05630993843078613,0.055545173585414886,0.012692292220890522,0.012460868805646896
25,0.27814096212387085,0.5075523257255554,0.012665187008678913,0.01245676539838314,14.81902027130127,14.971451759338379,0.056218311190605164,0.05553317442536354,0.012657945044338703,0.012449508532881737
26,0.2780979871749878,0.5075512528419495,0.012647227384150028,0.012438845820724964,14.84714412689209,14.93265438079834,0.05615473911166191,0.05537736415863037,0.012640025466680527,0.012431575916707516
27,0.278043270111084,0.5075772404670715,0.012631842866539955,0.012420106679201126,14.848340034484863,14.937830924987793,0.05611477419734001,0.05533018335700035,0.012624680064618587,0.012412812560796738
28,0.27789106965065,0.5075848698616028,0.012582934461534023,0.012456363067030907,14.868038177490234,14.960774421691895,0.05594916269183159,0.05547145754098892,0.012575902976095676,0.012448761612176895
29,0.2779358923435211,0.5075839757919312,0.012596563436090946,0.01240459643304348,14.859678268432617,14.972359657287598,0.056024566292762756,0.055304061621427536,0.012589478865265846,0.012397399172186852
30,0.2778952121734619,0.5075778365135193,0.012582600116729736,0.01239968091249466,14.855751037597656,14.97365665435791,0.05597934499382973,0.05524994060397148,0.012575509957969189,0.012392401695251465
