Epoch,Loss,Accuracy,MSE,VAL_MSE,PSNR,VAL_PSNR,MAE,VAL_MAE
1,0.35297295451164246,0.49672719836235046,0.036735568195581436,0.20429396629333496,10.033708572387695,6.343034744262695,0.1147070899605751,0.2882874310016632
2,0.30663222074508667,0.503171443939209,0.022347712889313698,0.11057490855455399,11.967742919921875,7.580236434936523,0.08145857602357864,0.2121228128671646
3,0.2997013330459595,0.5045410990715027,0.019964374601840973,0.02151711843907833,12.513731002807617,12.275067329406738,0.07560277730226517,0.07659780979156494
4,0.2944059371948242,0.5054217576980591,0.018165482208132744,0.018859149888157845,12.988950729370117,13.11129093170166,0.07099996507167816,0.07092157751321793
5,0.2911185324192047,0.5060012936592102,0.017030389979481697,0.020088154822587967,13.298413276672363,13.296616554260254,0.06812861561775208,0.07538026571273804
6,0.2891516387462616,0.5062996745109558,0.016356561332941055,0.016648048534989357,13.459897994995117,13.98043441772461,0.06631975620985031,0.06548459827899933
7,0.2858322262763977,0.5067500472068787,0.015235659666359425,0.017469150945544243,13.837726593017578,13.905413627624512,0.06339261680841446,0.06846380233764648
8,0.28476011753082275,0.5069203972816467,0.014864969067275524,0.01929348148405552,13.923019409179688,13.513335227966309,0.06253249943256378,0.0715862438082695
9,0.2831589877605438,0.5071307420730591,0.014324881136417389,0.015501654706895351,14.053533554077148,14.451911926269531,0.061067480593919754,0.06337600201368332
10,0.28025707602500916,0.5074467062950134,0.013349384069442749,0.012974642217159271,14.41960620880127,14.483011245727539,0.05832598730921745,0.0576426237821579
11,0.27928096055984497,0.5075509548187256,0.013023958541452885,0.013249854557216167,14.52135944366455,13.96969985961914,0.057419419288635254,0.057980332523584366
12,0.2787765860557556,0.5076104402542114,0.012862642295658588,0.012998813763260841,14.567557334899902,14.44200611114502,0.05697065591812134,0.05676940828561783
13,0.2783699035644531,0.5076813101768494,0.012724162079393864,0.013632433488965034,14.593940734863281,14.365248680114746,0.056597620248794556,0.06131357327103615
14,0.2767116129398346,0.507825493812561,0.012171566486358643,0.012394020333886147,14.771689414978027,14.363758087158203,0.05504671856760979,0.05676750838756561
15,0.27644550800323486,0.5078582763671875,0.012087141163647175,0.01168446522206068,14.870041847229004,14.997773170471191,0.05479243025183678,0.05336809158325195
16,0.27592357993125916,0.5078993439674377,0.01191663183271885,0.01195447612553835,14.937926292419434,14.596368789672852,0.05427679419517517,0.0554557703435421
17,0.27507176995277405,0.5079755783081055,0.011632848531007767,0.011633929796516895,15.054593086242676,14.825697898864746,0.053468964993953705,0.05432802438735962
18,0.27478277683258057,0.5079976320266724,0.011537473648786545,0.0114507507532835,15.109918594360352,15.071171760559082,0.05319482833147049,0.05284236744046211
19,0.27474018931388855,0.5080044865608215,0.011524905450642109,0.011293279938399792,15.113506317138672,15.152666091918945,0.05314340442419052,0.05243377014994621
20,0.274172306060791,0.5080506801605225,0.011334874667227268,0.011083152145147324,15.2113676071167,15.287437438964844,0.052597418427467346,0.051848024129867554
21,0.2740887999534607,0.5080622434616089,0.011308420449495316,0.011295494623482227,15.242969512939453,15.089521408081055,0.052494116127491,0.052453357726335526
22,0.27385789155960083,0.5080747604370117,0.01123217586427927,0.011040098965168,15.28146743774414,15.348530769348145,0.05228188633918762,0.05193706601858139
23,0.2736589312553406,0.5080937743186951,0.011167573742568493,0.01101282611489296,15.304865837097168,15.377517700195312,0.05207496136426926,0.05165007710456848
24,0.27355533838272095,0.5081071853637695,0.011135337874293327,0.01100742444396019,15.322792053222656,15.320507049560547,0.05196784436702728,0.052075788378715515
25,0.2733933627605438,0.5081133246421814,0.01108173280954361,0.010944253765046597,15.343997955322266,15.401887893676758,0.051813334226608276,0.051361892372369766
26,0.2734540104866028,0.5081152319908142,0.011100120842456818,0.010883668437600136,15.344961166381836,15.422462463378906,0.0518948957324028,0.05134012922644615
27,0.27327772974967957,0.508125364780426,0.01104238722473383,0.010845690965652466,15.376664161682129,15.443073272705078,0.05171171575784683,0.0508081279695034
28,0.27335959672927856,0.50812828540802,0.011071531102061272,0.01086285337805748,15.366034507751465,15.464903831481934,0.05180464684963226,0.051355037838220596
29,0.27319011092185974,0.5081281661987305,0.01101165171712637,0.010832291096448898,15.398544311523438,15.482162475585938,0.051600079983472824,0.050893329083919525
30,0.2731572985649109,0.5081368088722229,0.011002622544765472,0.01082294899970293,15.397045135498047,15.446135520935059,0.05158264562487602,0.050881579518318176
