Epoch,Loss,Accuracy,MSE,VAL_MSE,PSNR,VAL_PSNR,MAE,VAL_MAE,CMSE,VAL_CMSE
1,0.34789687395095825,0.4973314702510834,0.03451404720544815,0.20182782411575317,10.388579368591309,6.472588062286377,0.10968748480081558,0.28643175959587097,0.03272313252091408,0.2017805427312851
2,0.30109459161758423,0.5043362379074097,0.020395303145051003,0.08932523429393768,12.55462646484375,8.382903099060059,0.07687485963106155,0.1913805902004242,0.020361345261335373,0.08911474049091339
3,0.2944613993167877,0.5055858492851257,0.018115345388650894,0.02194844000041485,12.951822280883789,12.215439796447754,0.07118918001651764,0.07810606807470322,0.018091963604092598,0.02193319983780384
4,0.2901862561702728,0.5062613487243652,0.016646690666675568,0.01677571050822735,13.272741317749023,14.06768798828125,0.0673699826002121,0.06580345332622528,0.016628611832857132,0.016765067353844643
5,0.2872319221496582,0.50666344165802,0.015644311904907227,0.016767922788858414,13.49507999420166,14.457792282104492,0.06473011523485184,0.06540834903717041,0.01562955230474472,0.016759371384978294
6,0.2850283980369568,0.5069600343704224,0.014902930706739426,0.01551209855824709,13.69162654876709,14.305037498474121,0.06279364228248596,0.06222794950008392,0.014890125952661037,0.015504973940551281
7,0.2832874059677124,0.5071793794631958,0.014318190515041351,0.014940628781914711,13.905653953552246,13.975353240966797,0.06118592992424965,0.062445010989904404,0.014307030476629734,0.014931874349713326
8,0.27958136796951294,0.5075700283050537,0.013084578327834606,0.012677802704274654,14.322676658630371,14.598657608032227,0.05783315747976303,0.05646393448114395,0.013075850903987885,0.012670377269387245
9,0.2785673141479492,0.507681667804718,0.01275660004466772,0.013822381384670734,14.446579933166504,14.314908027648926,0.056862782686948776,0.0582641139626503,0.01274878904223442,0.013817422091960907
10,0.27820146083831787,0.5077332854270935,0.012634189799427986,0.012414956465363503,14.456932067871094,14.557329177856445,0.05657850578427315,0.0553683266043663,0.01262661162763834,0.012408431619405746
11,0.277370423078537,0.5078282952308655,0.012352337129414082,0.012484821490943432,14.515644073486328,14.401420593261719,0.05583098530769348,0.055674001574516296,0.012345156632363796,0.012477854266762733
12,0.2754833698272705,0.5079867243766785,0.011730128899216652,0.011419249698519707,14.788483619689941,14.889291763305664,0.05393971502780914,0.052949339151382446,0.011724025011062622,0.011413531377911568
13,0.2752074599266052,0.5080093145370483,0.011644089594483376,0.011457218788564205,14.804563522338867,14.71345329284668,0.05372368544340134,0.052928607910871506,0.01163818221539259,0.011450977995991707
14,0.2748744487762451,0.5080605149269104,0.011527184396982193,0.011299236677587032,14.848549842834473,15.274248123168945,0.0534241758286953,0.05247041583061218,0.011521388776600361,0.011293834075331688
15,0.27368873357772827,0.5081385374069214,0.011135740205645561,0.011038171127438545,15.037184715270996,15.093815803527832,0.05219470337033272,0.0513567216694355,0.011130516417324543,0.011033682152628899
16,0.2733350396156311,0.5081796050071716,0.011025270447134972,0.010995974764227867,15.10366153717041,15.079326629638672,0.05185646563768387,0.052561573684215546,0.011020271107554436,0.010989828035235405
17,0.27320122718811035,0.5081892013549805,0.010982555337250233,0.011336012743413448,15.138060569763184,14.921836853027344,0.05184154957532883,0.054597485810518265,0.01097755879163742,0.01132905762642622
18,0.2727491855621338,0.508231520652771,0.010830823332071304,0.010671330615878105,15.170724868774414,15.289674758911133,0.05133422464132309,0.0511455200612545,0.01082605216652155,0.010666144080460072
19,0.27258262038230896,0.5082474946975708,0.010771343484520912,0.010511229746043682,15.213984489440918,15.265205383300781,0.05113637074828148,0.05032658949494362,0.010766655206680298,0.010506173595786095
20,0.2724146842956543,0.5082586407661438,0.010719028301537037,0.01053327415138483,15.216463088989258,15.547957420349121,0.05094558373093605,0.049921706318855286,0.010714423842728138,0.0105291111394763
21,0.2721364498138428,0.5082764625549316,0.010627506300807,0.010406184010207653,15.293963432312012,15.345405578613281,0.05066056177020073,0.05028130114078522,0.010623054578900337,0.01040100771933794
22,0.27198344469070435,0.5082898736000061,0.010576472617685795,0.01035164762288332,15.333081245422363,15.516963958740234,0.05051864683628082,0.04957246407866478,0.010572019964456558,0.010347459465265274
23,0.27194511890411377,0.5082951188087463,0.010564821772277355,0.010345371440052986,15.337324142456055,15.464462280273438,0.05047280341386795,0.05005153641104698,0.010560412891209126,0.010340687818825245
24,0.2718283534049988,0.5082976222038269,0.010526880621910095,0.01027925219386816,15.360491752624512,15.488826751708984,0.05034992843866348,0.04950397089123726,0.010522495955228806,0.010274756699800491
25,0.27172085642814636,0.508311927318573,0.010490444488823414,0.010324127040803432,15.379020690917969,15.534514427185059,0.050280652940273285,0.049798402935266495,0.010486092418432236,0.010319751687347889
26,0.2717260718345642,0.508314847946167,0.010490170679986477,0.010254423134028912,15.37806510925293,15.44534969329834,0.050274744629859924,0.0495331697165966,0.01048582699149847,0.010249793529510498
27,0.27160173654556274,0.5083141922950745,0.010454968549311161,0.010226093232631683,15.398914337158203,15.483149528503418,0.05014871805906296,0.049366895109415054,0.01045068260282278,0.01022149994969368
28,0.27158990502357483,0.5083268880844116,0.010446559637784958,0.010218102484941483,15.393735885620117,15.47930908203125,0.050128716975450516,0.04928181320428848,0.010442261584103107,0.010213591158390045
29,0.2716100215911865,0.5083193182945251,0.010453601367771626,0.010206603445112705,15.403833389282227,15.509114265441895,0.050156064331531525,0.049235645681619644,0.010449306108057499,0.010202178731560707
30,0.2714077830314636,0.5083335041999817,0.010388961061835289,0.010200941003859043,15.448537826538086,15.570403099060059,0.04994204640388489,0.049220334738492966,0.010384777560830116,0.010196653194725513
