Epoch,Loss,Accuracy,MSE,VAL_MSE,PSNR,VAL_PSNR,MAE,VAL_MAE,CMSE,VAL_CMSE
1,0.3484444320201874,0.4974224269390106,0.0360945425927639,0.1142587885260582,10.95605754852295,5.016545295715332,0.11343642324209213,0.2983299791812897,0.033848874270915985,0.08121028542518616
2,0.2996770143508911,0.5047834515571594,0.01988234743475914,0.05729289725422859,13.376527786254883,7.239056587219238,0.0759371891617775,0.15584176778793335,0.019849106669425964,0.056096941232681274
3,0.2920573651790619,0.5060219764709473,0.017283927649259567,0.018524713814258575,13.81818675994873,13.243354797363281,0.06924706697463989,0.07280739396810532,0.017263362184166908,0.01849888265132904
4,0.28851598501205444,0.5065727829933167,0.016065072268247604,0.01715800166130066,13.836690902709961,13.587257385253906,0.06606178730726242,0.06887373328208923,0.016048405319452286,0.017132077366113663
5,0.28502434492111206,0.5069558620452881,0.014932352118194103,0.01902451552450657,13.875925064086914,13.823399543762207,0.06306325644254684,0.07289475202560425,0.014919227920472622,0.01900838315486908
6,0.2824692130088806,0.5072394013404846,0.01408399362117052,0.01594719849526882,14.086444854736328,13.97476863861084,0.060603152960538864,0.06598879396915436,0.014073715545237064,0.015933850780129433
7,0.27924850583076477,0.507580041885376,0.013014014810323715,0.013020670041441917,14.38076400756836,14.637846946716309,0.05763811245560646,0.05732706934213638,0.013005931861698627,0.013013755902647972
8,0.27844706177711487,0.5076856017112732,0.012742020189762115,0.013841197825968266,14.463912963867188,13.90955638885498,0.05690176412463188,0.0599709190428257,0.01273444201797247,0.013829349540174007
9,0.2774575650691986,0.5077834725379944,0.012422215193510056,0.012364057824015617,14.560274124145508,14.421466827392578,0.05603216215968132,0.05600440874695778,0.01241522841155529,0.012356302700936794
10,0.2766052782535553,0.5078675746917725,0.012134651653468609,0.012915407307446003,14.669147491455078,14.609045028686523,0.05520351231098175,0.05655588209629059,0.01212816871702671,0.01291016023606062
11,0.27476072311401367,0.5080291628837585,0.011520829983055592,0.011407147161662579,14.874576568603516,14.960684776306152,0.053345534950494766,0.05317153036594391,0.01151527464389801,0.011400819756090641
12,0.27445659041404724,0.5080494284629822,0.011427568271756172,0.011432809755206108,14.965169906616211,14.768321990966797,0.05308428034186363,0.0531744621694088,0.011422193609178066,0.01142688374966383
13,0.27430641651153564,0.5080797076225281,0.011372578330338001,0.011345070786774158,14.961000442504883,14.917898178100586,0.05301046743988991,0.05264425277709961,0.01136719062924385,0.01133972778916359
14,0.27306270599365234,0.5081769227981567,0.010963249951601028,0.011107570491731167,15.130623817443848,15.070093154907227,0.05170513316988945,0.05204876512289047,0.010958468541502953,0.011102288961410522
15,0.27265307307243347,0.5082089304924011,0.010831463150680065,0.011107172816991806,15.185646057128906,15.104292869567871,0.05129997804760933,0.05255838483572006,0.010826886631548405,0.011102455668151379
16,0.2725481390953064,0.5082217454910278,0.01080009900033474,0.010759743861854076,15.209678649902344,15.29825496673584,0.05124780908226967,0.05082086846232414,0.010795572772622108,0.010754776187241077
17,0.27203014492988586,0.5082696676254272,0.010624198243021965,0.010557759553194046,15.291879653930664,15.298373222351074,0.05072310194373131,0.05014341324567795,0.010619859211146832,0.010553073137998581
18,0.27182650566101074,0.5082782506942749,0.0105599919334054,0.01052651647478342,15.331497192382812,15.320426940917969,0.05046986788511276,0.05096541345119476,0.010555768385529518,0.01052132248878479
19,0.27178752422332764,0.5082823038101196,0.010551376268267632,0.010581566952168941,15.324858665466309,15.15651798248291,0.05049053952097893,0.050300899893045425,0.010547139681875706,0.010576657950878143
20,0.2714361250400543,0.5083118081092834,0.010428836569190025,0.010385651141405106,15.386984825134277,15.410928726196289,0.050116945058107376,0.050002072006464005,0.010424729436635971,0.010381120257079601
21,0.2712351977825165,0.5083245038986206,0.010365619324147701,0.010358844883739948,15.42210578918457,15.382423400878906,0.04989301413297653,0.04967297241091728,0.010361608117818832,0.01035431306809187
22,0.271251380443573,0.5083258748054504,0.010370745323598385,0.01030865777283907,15.420660972595215,15.525869369506836,0.049910739064216614,0.04946648329496384,0.010366737842559814,0.010304667986929417
23,0.27098461985588074,0.5083513259887695,0.010278401896357536,0.010232645086944103,15.456940650939941,15.535462379455566,0.049612026661634445,0.049050889909267426,0.010274473577737808,0.010228750295937061
24,0.27100929617881775,0.5083458423614502,0.01028782781213522,0.010222815908491611,15.454279899597168,15.507964134216309,0.04965304210782051,0.049126751720905304,0.010283886454999447,0.01021882425993681
25,0.2709330916404724,0.5083479285240173,0.010266234166920185,0.010227871127426624,15.465184211730957,15.54375171661377,0.049604251980781555,0.04919458553195,0.010262329131364822,0.010223989374935627
26,0.2708297073841095,0.508364737033844,0.010232865810394287,0.010175772942602634,15.480229377746582,15.591531753540039,0.04947194457054138,0.04891778528690338,0.010229014791548252,0.010171931236982346
27,0.2708700895309448,0.5083553194999695,0.010243811644613743,0.010186631232500076,15.474068641662598,15.522153854370117,0.04951584339141846,0.04916253313422203,0.010239940136671066,0.010182429105043411
28,0.2707771956920624,0.5083644986152649,0.010213693603873253,0.010172777809202671,15.484366416931152,15.54041576385498,0.04944488778710365,0.04901710897684097,0.010209819301962852,0.010168694891035557
29,0.27070608735084534,0.5083684325218201,0.010190914385020733,0.01015938725322485,15.495660781860352,15.581790924072266,0.049340248107910156,0.048938263207674026,0.010187089443206787,0.010155456140637398
30,0.27065610885620117,0.5083750486373901,0.010176855139434338,0.010155889205634594,15.507655143737793,15.55644416809082,0.04930129647254944,0.048952724784612656,0.010173066519200802,0.010151850990951061
