Epoch,Loss,Accuracy,MSE,PSNR,MAE
1,0.32923609018325806,0.3654421865940094,0.22366639971733093,125.80207061767578,0.47291362285614014
2,0.016667623072862625,0.5024681091308594,0.14717340469360352,130.00685119628906,0.3832312524318695
3,0.017439033836126328,0.5024681091308594,0.024461522698402405,148.58486938476562,0.15044456720352173
