Epoch,Loss,Accuracy,MSE,VAL_MSE,PSNR,VAL_PSNR,MAE,VAL_MAE
1,0.3342869281768799,0.49958524107933044,0.030224420130252838,0.20629948377609253,10.865693092346191,7.689627647399902,0.10016454756259918,0.2869914472103119
2,0.29307103157043457,0.5058285593986511,0.01758410967886448,0.12594352662563324,12.72538948059082,7.767317771911621,0.07005693018436432,0.2267432063817978
3,0.2851949632167816,0.5069396495819092,0.014915373176336288,0.020610645413398743,13.325349807739258,12.517407417297363,0.06305918097496033,0.07567805796861649
4,0.28080713748931885,0.5075075626373291,0.013443016447126865,0.015428624115884304,13.708560943603516,13.985372543334961,0.05909616872668266,0.061345431953668594
5,0.2775985300540924,0.5078704953193665,0.012367535382509232,0.012850351631641388,14.038188934326172,14.1749906539917,0.05615811422467232,0.05589717999100685
6,0.2755095064640045,0.5080879926681519,0.011666897684335709,0.013587323017418385,14.22693920135498,14.638585090637207,0.05418480187654495,0.05995035544037819
7,0.273789644241333,0.508271336555481,0.011088724248111248,0.01106337271630764,14.48392105102539,14.583813667297363,0.05252637714147568,0.053517259657382965
8,0.2720783054828644,0.5084121823310852,0.01053723692893982,0.010993101634085178,14.736589431762695,15.08181381225586,0.050966810435056686,0.05093599483370781
9,0.2709615230560303,0.5085222125053406,0.010170000605285168,0.010741169564425945,14.89342975616455,15.069687843322754,0.04990731552243233,0.05100686103105545
10,0.2699703872203827,0.5086138844490051,0.009841782040894032,0.009866001084446907,15.026041984558105,14.998624801635742,0.0488894060254097,0.04830465093255043
11,0.2675003707408905,0.5087770819664001,0.0090274503454566,0.009423462674021721,15.3825044631958,15.715299606323242,0.046240732073783875,0.04670095816254616
12,0.2670231759548187,0.5088194012641907,0.008882030844688416,0.008576463907957077,15.476167678833008,15.840023040771484,0.04581182077527046,0.044360168278217316
13,0.26669996976852417,0.5088408589363098,0.008773108944296837,0.00914098508656025,15.542839050292969,15.52926254272461,0.04540996998548508,0.0460234098136425
14,0.265071302652359,0.5089339017868042,0.008243774063885212,0.008186837658286095,15.819496154785156,15.891390800476074,0.04365804046392441,0.043238796293735504
15,0.2649073898792267,0.5089524984359741,0.00819268450140953,0.008309188298881054,15.874223709106445,15.953192710876465,0.0435112863779068,0.04378566890954971
16,0.26461800932884216,0.5089736580848694,0.008099551312625408,0.008151282556355,15.930668830871582,15.753954887390137,0.04321272298693657,0.04328563064336777
17,0.26393839716911316,0.5090123414993286,0.007875096052885056,0.00782475620508194,16.041975021362305,16.117570877075195,0.04243464767932892,0.042086731642484665
18,0.2638184130191803,0.5090190768241882,0.00783572532236576,0.00786383356899023,16.10008430480957,15.987058639526367,0.04232274368405342,0.04224904254078865
19,0.26361995935440063,0.5090331435203552,0.007775990292429924,0.007919101044535637,16.156539916992188,16.24768829345703,0.042111918330192566,0.04306230694055557
20,0.26320451498031616,0.5090616941452026,0.007636360824108124,0.007590885739773512,16.24250030517578,16.343616485595703,0.041613515466451645,0.04111660271883011
21,0.2630731463432312,0.5090638995170593,0.007599267642945051,0.007645538542419672,16.282493591308594,16.362062454223633,0.04148879274725914,0.04130031168460846
22,0.26309290528297424,0.5090661644935608,0.007605461869388819,0.007497698068618774,16.280664443969727,16.379865646362305,0.041538313031196594,0.040691837668418884
23,0.26297691464424133,0.509073793888092,0.007564970292150974,0.007558758370578289,16.294492721557617,16.282573699951172,0.041374631226062775,0.04115283489227295
24,0.2626669406890869,0.509082555770874,0.007465012837201357,0.007464549969881773,16.35488510131836,16.41750144958496,0.041009750217199326,0.04068031534552574
25,0.2626492381095886,0.5090899467468262,0.007459994871169329,0.007485158741474152,16.350021362304688,16.440746307373047,0.04100848734378815,0.040643926709890366
26,0.2626221477985382,0.509095311164856,0.007450880482792854,0.007448208052664995,16.37363052368164,16.407512664794922,0.0409647636115551,0.04078696668148041
27,0.2623825967311859,0.5091054439544678,0.007373002823442221,0.0073711746372282505,16.417659759521484,16.510669708251953,0.04067990556359291,0.040229763835668564
28,0.26239079236984253,0.509101152420044,0.007376873400062323,0.007373733911663294,16.425342559814453,16.50843620300293,0.04068877547979355,0.04035431519150734
29,0.26238372921943665,0.5091046094894409,0.007373752072453499,0.007338383235037327,16.421335220336914,16.54343032836914,0.040672339498996735,0.04013136774301529
30,0.26233425736427307,0.5091109871864319,0.007357653230428696,0.007331700064241886,16.439327239990234,16.502300262451172,0.04062299057841301,0.04016715660691261
