Epoch,Loss,Accuracy,MSE
1,2.980605363845825,0.3578082323074341,0.7786375284194946
2,2.4748353958129883,0.39512842893600464,0.6661628484725952
3,1.8764805793762207,0.40170028805732727,0.5151897668838501
4,1.1824058294296265,0.4249193072319031,0.28009235858917236
5,0.7703195214271545,0.44368791580200195,0.1723710298538208
