Epoch,Loss,Accuracy,MSE,PSNR
1,0.23891016840934753,0.48118624091148376,0.2129952758550644,126.2925033569336
2,0.017001859843730927,0.5024681091308594,0.15072356164455414,129.7802276611328
3,0.017454048618674278,0.5024681091308594,0.051020387560129166,141.40040588378906
