Epoch,Loss,Accuracy,MSE,VAL_MSE,PSNR,VAL_PSNR,MAE,VAL_MAE
1,0.3457753360271454,0.4978596270084381,0.03472713753581047,0.2013537436723709,10.407377243041992,6.290572643280029,0.1107310950756073,0.28690001368522644
2,0.30349528789520264,0.5039576888084412,0.02122332528233528,0.06947403401136398,12.374285697937012,8.728074073791504,0.07900027930736542,0.1623542457818985
3,0.2967391908168793,0.5051754117012024,0.018896356225013733,0.02094840444624424,12.753904342651367,13.01333999633789,0.07306600362062454,0.07561635971069336
4,0.2914293706417084,0.5059756636619568,0.017101798206567764,0.01861240714788437,13.0802583694458,13.417461395263672,0.06846839934587479,0.06967346370220184
5,0.288483589887619,0.5064183473587036,0.016118725761771202,0.018328312784433365,13.321379661560059,13.064360618591309,0.06592284888029099,0.07190728932619095
6,0.28640273213386536,0.5067047476768494,0.015407058410346508,0.017409896478056908,13.452411651611328,13.522174835205078,0.06400313228368759,0.06951870769262314
7,0.2842240631580353,0.5069732069969177,0.0146791385486722,0.018587395548820496,13.687078475952148,13.116693496704102,0.06206744164228439,0.07105374336242676
8,0.2827415466308594,0.5071548223495483,0.0141749931499362,0.01691492833197117,13.801036834716797,13.75462532043457,0.06071867421269417,0.06718917936086655
9,0.28181782364845276,0.5072907209396362,0.013871433213353157,0.017601747065782547,13.888093948364258,13.63994026184082,0.059909023344516754,0.07141987979412079
10,0.27837467193603516,0.507624626159668,0.012727465480566025,0.012503823265433311,14.29398250579834,14.280627250671387,0.05661861598491669,0.0559362955391407
11,0.2778187692165375,0.5077067017555237,0.01255252119153738,0.01234251819550991,14.305990219116211,14.593748092651367,0.056186430156230927,0.05467252805829048
12,0.2770649492740631,0.507773756980896,0.012300746515393257,0.013158208690583706,14.422331809997559,13.977472305297852,0.055424001067876816,0.057994943112134933
13,0.2771739959716797,0.5077835917472839,0.012331298552453518,0.012262651696801186,14.38196086883545,14.529464721679688,0.05556967854499817,0.05457894131541252
14,0.27546024322509766,0.5079367160797119,0.01176021434366703,0.011636962182819843,14.621445655822754,14.597673416137695,0.05386283993721008,0.053203314542770386
15,0.27484574913978577,0.5079835653305054,0.011562374420464039,0.011479951441287994,14.700921058654785,14.681166648864746,0.0532839298248291,0.053152117878198624
16,0.2748371362686157,0.5079965591430664,0.011562679894268513,0.011549408547580242,14.677116394042969,14.792067527770996,0.05333375558257103,0.05291127413511276
17,0.2738351821899414,0.508066713809967,0.011228983290493488,0.01111290231347084,14.841437339782715,15.019221305847168,0.05231073871254921,0.05192185565829277
18,0.2735111117362976,0.5080947875976562,0.011121492832899094,0.011187419295310974,14.881097793579102,14.963875770568848,0.051979996263980865,0.05302199348807335
19,0.27358564734458923,0.5080961585044861,0.01115063950419426,0.010897563770413399,14.866280555725098,14.858543395996094,0.05212830752134323,0.051297951489686966
20,0.27296313643455505,0.5081424117088318,0.010944479145109653,0.010830529034137726,14.9638032913208,14.912544250488281,0.05143485963344574,0.05162078142166138
21,0.2729419469833374,0.5081510543823242,0.010937031358480453,0.010753734037280083,14.966803550720215,15.159823417663574,0.05144760385155678,0.050486184656620026
22,0.27280673384666443,0.508154034614563,0.010892776772379875,0.010707370936870575,15.014488220214844,15.108026504516602,0.05126827582716942,0.05023863539099693
23,0.2724907398223877,0.5081896781921387,0.010784106329083443,0.010613256134092808,15.047566413879395,15.187798500061035,0.05093853175640106,0.05037982389330864
24,0.27238959074020386,0.5081939697265625,0.010752938687801361,0.010628396645188332,15.077118873596191,15.119571685791016,0.050850361585617065,0.050605155527591705
25,0.27242544293403625,0.5082022547721863,0.010762796737253666,0.010643075220286846,15.066426277160645,15.066908836364746,0.05091298744082451,0.0504741296172142
26,0.27215510606765747,0.5082154273986816,0.010675880126655102,0.010519956238567829,15.103869438171387,15.257411003112793,0.050614725798368454,0.049860499799251556
27,0.27214697003364563,0.5082135796546936,0.01067306101322174,0.010556932538747787,15.11048412322998,15.194844245910645,0.050644878298044205,0.04985879361629486
28,0.2720924913883209,0.5082162022590637,0.010656772181391716,0.0105128800496459,15.128227233886719,15.314896583557129,0.050572413951158524,0.04973866045475006
29,0.27201753854751587,0.5082300305366516,0.010632256045937538,0.010479251854121685,15.137184143066406,15.19714641571045,0.050473228096961975,0.04982918128371239
30,0.27194392681121826,0.5082370638847351,0.010605170391499996,0.010484494268894196,15.1494140625,15.222884178161621,0.0504135936498642,0.04976730793714523
